Country,Year,Population
Germany including former GDR,2012,80327900
Germany including former GDR,2013,80523746
Germany including former GDR,2014,80767463
Germany including former GDR,2015,81197537
Germany including former GDR,2016,82175684
Germany including former GDR,2017,82521653
Germany including former GDR,2018,82792351
Germany including former GDR,2019,83019213
Germany including former GDR,2020,83166711
Germany including former GDR,2021,83155031
Germany including former GDR,2022,83237124
Germany including former GDR,2023,83118501
Germany including former GDR,2024,83456045
Greece,1960,8300399
Greece,1961,8363050
Greece,1962,8433050
Greece,1963,8463416
Greece,1964,8495834
Greece,1965,8525024
Greece,1966,8575642
Greece,1967,8651660
Greece,1968,8716516
Greece,1969,8765014
Greece,1970,8780514
Greece,1971,8805098
Greece,1972,8856974
Greece,1973,8920282
Greece,1974,8937890
Greece,1975,8986153
Greece,1976,9106928
Greece,1977,9269372
Greece,1978,9347586
Greece,1979,9512332
Greece,1980,9584184
Greece,1981,9700826
Greece,1982,9757874
Greece,1983,9821152
Greece,1984,9872102
Greece,1985,9919500
Greece,1986,9949100
Greece,1987,9985326
Greece,1988,10015863
Greece,1989,10058103
Greece,1990,10120892
Greece,1991,10272691
Greece,1992,10367163
Greece,1993,10430958
Greece,1994,10489871
Greece,1995,10535973
Greece,1996,10588332
Greece,1997,10629267
Greece,1998,10693250
Greece,1999,10747768
Greece,2000,10775627
Greece,2001,10835989
Greece,2002,10888274
Greece,2003,10915770
Greece,2004,10940369
Greece,2005,10969912
Greece,2006,11004716
Greece,2007,11036008
Greece,2008,11060937
Greece,2009,11094745
Greece,2010,11119289
Greece,2011,11123392
Greece,2012,11086406
Greece,2013,11003615
Greece,2014,10926807
Greece,2015,10858018
Greece,2016,10783748
Greece,2017,10768193
Greece,2018,10741165
Greece,2019,10724599
Greece,2020,10718565
Greece,2021,10678632
Greece,2022,10459782
Greece,2023,10413982
Greece,2024,10400720
Hungary,1960,9961044
Hungary,1961,10005980
Hungary,1962,10049935
Hungary,1963,10071715
Hungary,1964,10104179
Hungary,1965,10135490
Hungary,1966,10160380
Hungary,1967,10196926
Hungary,1968,10236282
Hungary,1969,10275347
Hungary,1970,10322099
Hungary,1971,10353721
Hungary,1972,10381352
Hungary,1973,10415626
Hungary,1974,10448484
Hungary,1975,10508956
Hungary,1976,10572094
Hungary,1977,10625259
Hungary,1978,10670802
Hungary,1979,10698841
Hungary,1980,10709463
Hungary,1981,10712781
Hungary,1982,10710914
Hungary,1983,10700155
Hungary,1984,10678770
Hungary,1985,10657420
Hungary,1986,10640006
Hungary,1987,10621121
Hungary,1988,10604360
Hungary,1989,10588614
Hungary,1990,10374823
Hungary,1991,10373153
Hungary,1992,10373647
Hungary,1993,10365035
Hungary,1994,10350010
Hungary,1995,10336700
Hungary,1996,10321229
Hungary,1997,10301247
Hungary,1998,10279724
Hungary,1999,10253416
Hungary,2000,10221644
Hungary,2001,10200298
Hungary,2002,10174853
Hungary,2003,10142362
Hungary,2004,10116742
Hungary,2005,10097549
Hungary,2006,10076581
Hungary,2007,10066158
Hungary,2008,10045401
Hungary,2009,10030975
Hungary,2010,10014324
Hungary,2011,9985722
Hungary,2012,9931925
Hungary,2013,9895250
Hungary,2014,9850217
Hungary,2015,9815858
Hungary,2016,9779652
Hungary,2017,9739857
Hungary,2018,9713655
Hungary,2019,9700272
Hungary,2020,9689376
Hungary,2021,9651461
Hungary,2022,9610403
Hungary,2023,9599744
Hungary,2024,9584627
Iceland,1960,173855
Iceland,1961,177292
Iceland,1962,180765
Iceland,1963,183991
Iceland,1964,187314
Iceland,1965,190652
Iceland,1966,193919
Iceland,1967,197221
Iceland,1968,200281
Iceland,1969,202695
Iceland,1970,204042
Iceland,1971,204834
Iceland,1972,207361
Iceland,1973,210912
Iceland,1974,213722
Iceland,1975,216695
Iceland,1976,219262
Iceland,1977,221046
Iceland,1978,222552
Iceland,1979,224522
Iceland,1980,226948
Iceland,1981,229327
Iceland,1982,232182
Iceland,1983,235537
Iceland,1984,238416
Iceland,1985,240606
Iceland,1986,242203
Iceland,1987,244157
Iceland,1988,247561
Iceland,1989,251919
Iceland,1990,253785
Iceland,1991,255866
Iceland,1992,259727
Iceland,1993,262386
Iceland,1994,265064
Iceland,1995,266978
Iceland,1996,267958
Iceland,1997,269874
Iceland,1998,272381
Iceland,1999,275712
Iceland,2000,279049
Iceland,2001,283361
Iceland,2002,286575
Iceland,2003,288471
Iceland,2004,290570
Iceland,2005,293577
Iceland,2006,299891
Iceland,2007,307672
Iceland,2008,315459
Iceland,2009,319368
Iceland,2010,317630
Iceland,2011,318452
Iceland,2012,319575
Iceland,2013,321857
Iceland,2014,325671
Iceland,2015,329100
Iceland,2016,332529
Iceland,2017,338349
Iceland,2018,348450
Iceland,2019,356991
Iceland,2020,364134
Iceland,2021,368792
Iceland,2022,376248
Iceland,2023,387758
Iceland,2024,383567
Ireland,1960,2835500
Ireland,1961,2821700
Ireland,1962,2827100
Ireland,1963,2845000
Ireland,1964,2860300
Ireland,1965,2872800
Ireland,1966,2881800
Ireland,1967,2895800
Ireland,1968,2909100
Ireland,1969,2922000
Ireland,1970,2943300
Ireland,1971,2971200
Ireland,1972,3012900
Ireland,1973,3060800
Ireland,1974,3111100
Ireland,1975,3163900
Ireland,1976,3215200
Ireland,1977,3260900
Ireland,1978,3303500
Ireland,1979,3354700
Ireland,1980,3392800
Ireland,1981,3432800
Ireland,1982,3473200
Ireland,1983,3498400
Ireland,1984,3522800
Ireland,1985,3542046
Ireland,1986,3534117
Ireland,1987,3545263
Ireland,1988,3534850
Ireland,1989,3515048
Ireland,1990,3506970
Ireland,1991,3520977
Ireland,1992,3547492
Ireland,1993,3569367
Ireland,1994,3583154
Ireland,1995,3597617
Ireland,1996,3620065
Ireland,1997,3654955
Ireland,1998,3693386
Ireland,1999,3732006
Ireland,2000,3777565
Ireland,2001,3832783
Ireland,2002,3899702
Ireland,2003,3964191
Ireland,2004,4028851
Ireland,2005,4111672
Ireland,2006,4208156
Ireland,2007,4340118
Ireland,2008,4457765
Ireland,2009,4521322
Ireland,2010,4549428
Ireland,2011,4570881
Ireland,2012,4589287
Ireland,2013,4609779
Ireland,2014,4637852
Ireland,2015,4677627
Ireland,2016,4726286
Ireland,2017,4799157
Ireland,2018,4855733
Ireland,2019,4940311
Ireland,2020,5012600
Ireland,2021,5066893
Ireland,2022,5154277
Ireland,2023,5271395
Ireland,2024,5351681
Italy,1960,50025500
Italy,1961,50373900
Italy,1962,50698800
Italy,1963,51060100
Italy,1964,51443900
Italy,1965,51906800
Italy,1966,52317900
Italy,1967,52720100
Italy,1968,53080900
Italy,1969,53390600
Italy,1970,53685300
Italy,1971,53958400
Italy,1972,54188579
Italy,1973,54574111
Italy,1974,54928700
Italy,1975,55293036
Italy,1976,55588966
Italy,1977,55847553
Italy,1978,56063269
Italy,1979,56247017
Italy,1980,56388480
Italy,1981,56479285
Italy,1982,56524064
Italy,1983,56563031
Italy,1984,56565117
Italy,1985,56588319
Italy,1986,56597823
Italy,1987,56594487
Italy,1988,56609375
Italy,1989,56649201
Italy,1990,56694360
Italy,1991,56744119
Italy,1992,56772923
Italy,1993,56821250
Italy,1994,56842392
Italy,1995,56844408
Italy,1996,56844197
Italy,1997,56876364
Italy,1998,56904379
Italy,1999,56909109
Italy,2000,56923524
Italy,2001,56960692
Italy,2002,56993270
Italy,2003,57186378
Italy,2004,57611990
Italy,2005,58044368
Italy,2006,58288996
Italy,2007,58510725
Italy,2008,59001769
Italy,2009,59420592
Italy,2010,59690316
Italy,2011,59948497
Italy,2012,60105185
Italy,2013,60277309
Italy,2014,60345917
Italy,2015,60295497
Italy,2016,60163712
Italy,2017,60066734
Italy,2018,59937769
Italy,2019,59816673
Italy,2020,59641488
Italy,2021,59236213
Italy,2022,59030133
Italy,2023,58997201
Italy,2024,58971230
Kosovo*,1960,:
Kosovo*,1961,:
Kosovo*,1962,:
Kosovo*,1963,:
Kosovo*,1964,:
Kosovo*,1965,:
Kosovo*,1966,:
Kosovo*,1967,:
Kosovo*,1968,:
Kosovo*,1969,:
Kosovo*,1970,:
Kosovo*,1971,:
Kosovo*,1972,:
Kosovo*,1973,:
Kosovo*,1974,:
Kosovo*,1975,:
Kosovo*,1976,:
Kosovo*,1977,:
Kosovo*,1978,:
Kosovo*,1979,:
Kosovo*,1980,:
Kosovo*,1981,:
Kosovo*,1982,:
Kosovo*,1983,:
Kosovo*,1984,:
Kosovo*,1985,:
Kosovo*,1986,:
Kosovo*,1987,:
Kosovo*,1988,:
Kosovo*,1989,:
Kosovo*,1990,:
Kosovo*,1991,:
Kosovo*,1992,:
Kosovo*,1993,:
Kosovo*,1994,:
Kosovo*,1995,:
Kosovo*,1996,:
Kosovo*,1997,:
Kosovo*,1998,:
Kosovo*,1999,:
Kosovo*,2000,:
Kosovo*,2001,:
Kosovo*,2002,:
Kosovo*,2003,1985000
Kosovo*,2004,2016000
Kosovo*,2005,2041000
Kosovo*,2006,2100000
Kosovo*,2007,2126708
Kosovo*,2008,2153139
Kosovo*,2009,2180686
Kosovo*,2010,2208107
Kosovo*,2011,1794180
Kosovo*,2012,:
Kosovo*,2013,:
Kosovo*,2014,:
Kosovo*,2015,:
Kosovo*,2016,1771604
Kosovo*,2017,1783531
Kosovo*,2018,1798506
Kosovo*,2019,1795666
Kosovo*,2020,1782115
Kosovo*,2021,1798186
Kosovo*,2022,1773971
Kosovo*,2023,:
Kosovo*,2024,:
Latvia,1960,2104128
Latvia,1961,2137830
Latvia,1962,2167531
Latvia,1963,2195640
Latvia,1964,2226198
Latvia,1965,2255048
Latvia,1966,2276789
Latvia,1967,2289645
Latvia,1968,2312795
Latvia,1969,2334443
Latvia,1970,2351903
Latvia,1971,2366424
Latvia,1972,2386353
Latvia,1973,2404995
Latvia,1974,2426642
Latvia,1975,2447730
Latvia,1976,2464529
Latvia,1977,2477449
Latvia,1978,2492697
Latvia,1979,2503145
Latvia,1980,2508761
Latvia,1981,2514640
Latvia,1982,2524202
Latvia,1983,2537958
Latvia,1984,2554063
Latvia,1985,2570030
Latvia,1986,2587716
Latvia,1987,2612068
Latvia,1988,2641097
Latvia,1989,2665770
Latvia,1990,2668140
Latvia,1991,2658161
Latvia,1992,2643000
Latvia,1993,2585675
Latvia,1994,2540904
Latvia,1995,2500580
Latvia,1996,2469531
Latvia,1997,2444912
Latvia,1998,2420789
Latvia,1999,2399248
Latvia,2000,2381715
Latvia,2001,2353384
Latvia,2002,2320956
Latvia,2003,2299390
Latvia,2004,2276520
Latvia,2005,2249724
Latvia,2006,2227874
Latvia,2007,2208840
Latvia,2008,2191810
Latvia,2009,2162834
Latvia,2010,2120504
Latvia,2011,2074605
Latvia,2012,2044813
Latvia,2013,2023825
Latvia,2014,2001468
Latvia,2015,1986096
Latvia,2016,1968957
Latvia,2017,1950116
Latvia,2018,1934379
Latvia,2019,1919968
Latvia,2020,1907675
Latvia,2021,1893223
Latvia,2022,1875757
Latvia,2023,1883008
Latvia,2024,1871882
Liechtenstein,1960,16274
Liechtenstein,1961,16628
Liechtenstein,1962,17125
Liechtenstein,1963,17761
Liechtenstein,1964,18425
Liechtenstein,1965,19085
Liechtenstein,1966,19304
Liechtenstein,1967,19916
Liechtenstein,1968,20433
Liechtenstein,1969,21237
Liechtenstein,1970,20930
Liechtenstein,1971,21350
Liechtenstein,1972,21850
Liechtenstein,1973,22414
Liechtenstein,1974,23156
Liechtenstein,1975,23745
Liechtenstein,1976,23947
Liechtenstein,1977,24169
Liechtenstein,1978,24715
Liechtenstein,1979,25340
Liechtenstein,1980,25809
Liechtenstein,1981,25215
Liechtenstein,1982,26130
Liechtenstein,1983,26380
Liechtenstein,1984,26512
Liechtenstein,1985,26680
Liechtenstein,1986,27076
Liechtenstein,1987,27399
Liechtenstein,1988,27714
Liechtenstein,1989,28181
Liechtenstein,1990,28452
Liechtenstein,1991,29032
Liechtenstein,1992,29386
Liechtenstein,1993,29868
Liechtenstein,1994,30310
Liechtenstein,1995,30629
Liechtenstein,1996,30923
Liechtenstein,1997,31143
Liechtenstein,1998,31320
Liechtenstein,1999,32015
Liechtenstein,2000,32426
Liechtenstein,2001,32863
Liechtenstein,2002,33525
Liechtenstein,2003,33863
Liechtenstein,2004,34294
Liechtenstein,2005,34600
Liechtenstein,2006,34905
Liechtenstein,2007,35168
Liechtenstein,2008,35356
Liechtenstein,2009,35589
Liechtenstein,2010,35894
Liechtenstein,2011,36149
Liechtenstein,2012,36475
Liechtenstein,2013,36838
Liechtenstein,2014,37129
Liechtenstein,2015,37366
Liechtenstein,2016,37622
Liechtenstein,2017,37810
Liechtenstein,2018,38114
Liechtenstein,2019,38378
Liechtenstein,2020,38747
Liechtenstein,2021,39055
Liechtenstein,2022,39308
Liechtenstein,2023,39677
Liechtenstein,2024,40015
Lithuania,1960,2755600
Lithuania,1961,2801500
Lithuania,1962,2845600
Lithuania,1963,2881100
Lithuania,1964,2916800
Lithuania,1965,2953600
Lithuania,1966,2989300
Lithuania,1967,3026800
Lithuania,1968,3062000
Lithuania,1969,3095700
Lithuania,1970,3118941
Lithuania,1971,3160437
Lithuania,1972,3197645
Lithuania,1973,3229598
Lithuania,1974,3259277
Lithuania,1975,3288510
Lithuania,1976,3314794
Lithuania,1977,3342533
Lithuania,1978,3367538
Lithuania,1979,3391490
Lithuania,1980,3404194
Lithuania,1981,3422210
Lithuania,1982,3443684
Lithuania,1983,3470673
Lithuania,1984,3499711
Lithuania,1985,3528698
Lithuania,1986,3560388
Lithuania,1987,3597439
Lithuania,1988,3635295
Lithuania,1989,3674802
Lithuania,1990,3693708
Lithuania,1991,3701968
Lithuania,1992,3706299
Lithuania,1993,3693929
Lithuania,1994,3671296
Lithuania,1995,3642991
Lithuania,1996,3615212
Lithuania,1997,3588013
Lithuania,1998,3562261
Lithuania,1999,3536401
Lithuania,2000,3512074
Lithuania,2001,3486998
Lithuania,2002,3454637
Lithuania,2003,3431497
Lithuania,2004,3398929
Lithuania,2005,3355220
Lithuania,2006,3289835
Lithuania,2007,3249983
Lithuania,2008,3212605
Lithuania,2009,3183856
Lithuania,2010,3141976
Lithuania,2011,3052588
Lithuania,2012,3003641
Lithuania,2013,2974637
Lithuania,2014,2947862
Lithuania,2015,2926644
Lithuania,2016,2895573
Lithuania,2017,2859077
Lithuania,2018,2826200
Lithuania,2019,2812200
Lithuania,2020,2809977
Lithuania,2021,2810761
Lithuania,2022,2805998
Lithuania,2023,2857279
Lithuania,2024,2885891
Luxembourg,1960,313050
Luxembourg,1961,314889
Luxembourg,1962,318800
Luxembourg,1963,322700
Luxembourg,1964,325500
Luxembourg,1965,330000
Luxembourg,1966,333000
Luxembourg,1967,334790
Luxembourg,1968,335200
Luxembourg,1969,336500
Luxembourg,1970,338507
Luxembourg,1971,339841
Luxembourg,1972,345000
Luxembourg,1973,348200
Luxembourg,1974,352700
Luxembourg,1975,357400
Luxembourg,1976,360500
Luxembourg,1977,360962
Luxembourg,1978,361753
Luxembourg,1979,362261
Luxembourg,1980,363450
Luxembourg,1981,364850
Luxembourg,1982,365600
Luxembourg,1983,365450
Luxembourg,1984,365794
Luxembourg,1985,366202
Luxembourg,1986,367210
Luxembourg,1987,369500
Luxembourg,1988,372000
Luxembourg,1989,374900
Luxembourg,1990,379300
Luxembourg,1991,384400
Luxembourg,1992,389600
Luxembourg,1993,394750
Luxembourg,1994,400200
Luxembourg,1995,405650
Luxembourg,1996,411600
Luxembourg,1997,416850
Luxembourg,1998,422050
Luxembourg,1999,427350
Luxembourg,2000,433600
Luxembourg,2001,439000
Luxembourg,2002,444050
Luxembourg,2003,448300
Luxembourg,2004,454960
Luxembourg,2005,461230
Luxembourg,2006,469086
Luxembourg,2007,476187
Luxembourg,2008,483799
Luxembourg,2009,493500
Luxembourg,2010,502066
Luxembourg,2011,511840
Luxembourg,2012,524853
Luxembourg,2013,537039
Luxembourg,2014,549680
Luxembourg,2015,562958
Luxembourg,2016,576249
Luxembourg,2017,590667
Luxembourg,2018,602005
Luxembourg,2019,613894
Luxembourg,2020,626108
Luxembourg,2021,634730
Luxembourg,2022,645397
Luxembourg,2023,660809
Luxembourg,2024,672050
Malta,1960,327200
Malta,1961,:
Malta,1962,:
Malta,1963,:
Malta,1964,:
Malta,1965,320600
Malta,1966,:
Malta,1967,:
Malta,1968,:
Malta,1969,:
Malta,1970,302500
Malta,1971,302800
Malta,1972,:
Malta,1973,:
Malta,1974,:
Malta,1975,301892
Malta,1976,306551
Malta,1977,304997
Malta,1978,308942
Malta,1979,311421
Malta,1980,315262
Malta,1981,318028
Malta,1982,319936
Malta,1983,331859
Malta,1984,329189
Malta,1985,331997
Malta,1986,340907
Malta,1987,343334
Malta,1988,345636
Malta,1989,349014
Malta,1990,352430
Malta,1991,361908
Malta,1992,365781
Malta,1993,369455
Malta,1994,373161
Malta,1995,376433
Malta,1996,378404
Malta,1997,381405
Malta,1998,384176
Malta,1999,386397
Malta,2000,388759
Malta,2001,391415
Malta,2002,394641
Malta,2003,397296
Malta,2004,399867
Malta,2005,402668
Malta,2006,404999
Malta,2007,405616
Malta,2008,407832
Malta,2009,410926
Malta,2010,414027
Malta,2011,414989
Malta,2012,417546
Malta,2013,421464
Malta,2014,428156
Malta,2015,438805
Malta,2016,449635
Malta,2017,459375
Malta,2018,474837
Malta,2019,492968
Malta,2020,514855
Malta,2021,516125
Malta,2022,520174
Malta,2023,542051
Malta,2024,563443
Metropolitan France,1960,45464797
Metropolitan France,1961,45903656
Metropolitan France,1962,46422000
Metropolitan France,1963,47573406
Metropolitan France,1964,48059029
Metropolitan France,1965,48561800
Metropolitan France,1966,48953792
Metropolitan France,1967,49373537
Metropolitan France,1968,49723072
Metropolitan France,1969,50107735
Metropolitan France,1970,50528219
Metropolitan France,1971,51016234
Metropolitan France,1972,51485953
Metropolitan France,1973,51915873
Metropolitan France,1974,52320725
Metropolitan France,1975,52600000
Metropolitan France,1976,52798338
Metropolitan France,1977,53019005
Metropolitan France,1978,53271566
Metropolitan France,1979,53481073
Metropolitan France,1980,53731387
Metropolitan France,1981,54028630
Metropolitan France,1982,54335000
Metropolitan France,1983,54649984
Metropolitan France,1984,54894854
Metropolitan France,1985,55157303
Metropolitan France,1986,55411238
Metropolitan France,1987,55681780
Metropolitan France,1988,55966142
Metropolitan France,1989,56269810
Metropolitan France,1990,56577000
Metropolitan France,1991,56840661
Metropolitan France,1992,57110533
Metropolitan France,1993,57369161
Metropolitan France,1994,57565008
Metropolitan France,1995,57752535
Metropolitan France,1996,57935959
Metropolitan France,1997,58116018
Metropolitan France,1998,58298962
Metropolitan France,1999,58496613
Metropolitan France,2000,58858198
Metropolitan France,2001,59266572
Metropolitan France,2002,59685899
Metropolitan France,2003,60101841
Metropolitan France,2004,60505421
Metropolitan France,2005,60963264
Metropolitan France,2006,61399733
Metropolitan France,2007,61795238
Metropolitan France,2008,62134866
Metropolitan France,2009,62465709
Metropolitan France,2010,62765235
Metropolitan France,2011,63070344
Metropolitan France,2012,63375971
Metropolitan France,2013,63697865
Metropolitan France,2014,:
Metropolitan France,2015,:
Metropolitan France,2016,:
Metropolitan France,2017,:
Metropolitan France,2018,:
Metropolitan France,2019,:
Metropolitan France,2020,:
Metropolitan France,2021,:
Metropolitan France,2022,:
Metropolitan France,2023,:
Metropolitan France,2024,:
Moldova,1960,:
Moldova,1961,:
Moldova,1962,:
Moldova,1963,:
Moldova,1964,:
Moldova,1965,:
Moldova,1966,:
Moldova,1967,:
Moldova,1968,:
Moldova,1969,:
Moldova,1970,:
Moldova,1971,:
Moldova,1972,:
Moldova,1973,:
Moldova,1974,:
Moldova,1975,:
Moldova,1976,:
Moldova,1977,:
Moldova,1978,:
Moldova,1979,:
Moldova,1980,:
Moldova,1981,:
Moldova,1982,:
Moldova,1983,:
Moldova,1984,:
Moldova,1985,:
Moldova,1986,:
Moldova,1987,:
Moldova,1988,:
Moldova,1989,:
Moldova,1990,:
Moldova,1991,:
Moldova,1992,:
Moldova,1993,:
Moldova,1994,:
Moldova,1995,:
Moldova,1996,:
Moldova,1997,:
Moldova,1998,:
Moldova,1999,:
Moldova,2000,3644070
Moldova,2001,3635112
Moldova,2002,3627812
Moldova,2003,3618312
Moldova,2004,3607435
Moldova,2005,3600436
Moldova,2006,3589936
Moldova,2007,3581110
Moldova,2008,3572703
Moldova,2009,3567512
Moldova,2010,3563695
Moldova,2011,3560430
Moldova,2012,3559541
Moldova,2013,3559497
Moldova,2014,3557634
Moldova,2015,3555159
Moldova,2016,2846327
Moldova,2017,2825628
Moldova,2018,2780744
Moldova,2019,2729634
Moldova,2020,2684772
Moldova,2021,2643675
Moldova,2022,2565030
Moldova,2023,2512758
Moldova,2024,2423287
Monaco,1960,:
Monaco,1961,:
Monaco,1962,:
Monaco,1963,:
Monaco,1964,:
Monaco,1965,:
Monaco,1966,:
Monaco,1967,:
Monaco,1968,:
Monaco,1969,:
Monaco,1970,:
Monaco,1971,:
Monaco,1972,:
Monaco,1973,:
Monaco,1974,:
Monaco,1975,:
Monaco,1976,:
Monaco,1977,:
Monaco,1978,:
Monaco,1979,:
Monaco,1980,:
Monaco,1981,:
Monaco,1982,:
Monaco,1983,:
Monaco,1984,:
Monaco,1985,:
Monaco,1986,:
Monaco,1987,:
Monaco,1988,:
Monaco,1989,:
Monaco,1990,:
Monaco,1991,:
Monaco,1992,:
Monaco,1993,:
Monaco,1994,:
Monaco,1995,:
Monaco,1996,:
Monaco,1997,:
Monaco,1998,:
Monaco,1999,:
Monaco,2000,:
Monaco,2001,:
Monaco,2002,:
Monaco,2003,:
Monaco,2004,32828
Monaco,2005,33085
Monaco,2006,:
Monaco,2007,:
Monaco,2008,:
Monaco,2009,:
Monaco,2010,:
Monaco,2011,:
Monaco,2012,:
Monaco,2013,:
Monaco,2014,:
Monaco,2015,:
Monaco,2016,:
Monaco,2017,:
Monaco,2018,:
Monaco,2019,:
Monaco,2020,:
Monaco,2021,:
Monaco,2022,:
Monaco,2023,:
Monaco,2024,:
Montenegro,1960,:
Montenegro,1961,:
Montenegro,1962,:
Montenegro,1963,:
Montenegro,1964,:
Montenegro,1965,:
Montenegro,1966,:
Montenegro,1967,:
Montenegro,1968,:
Montenegro,1969,:
Montenegro,1970,:
Montenegro,1971,:
Montenegro,1972,:
Montenegro,1973,:
Montenegro,1974,:
Montenegro,1975,:
Montenegro,1976,:
Montenegro,1977,:
Montenegro,1978,:
Montenegro,1979,:
Montenegro,1980,:
Montenegro,1981,:
Montenegro,1982,:
Montenegro,1983,:
Montenegro,1984,:
Montenegro,1985,:
Montenegro,1986,:
Montenegro,1987,:
Montenegro,1988,:
Montenegro,1989,:
Montenegro,1990,:
Montenegro,1991,:
Montenegro,1992,:
Montenegro,1993,:
Montenegro,1994,:
Montenegro,1995,:
Montenegro,1996,:
Montenegro,1997,:
Montenegro,1998,:
Montenegro,1999,:
Montenegro,2000,603152
Montenegro,2001,605988
Montenegro,2002,608460
Montenegro,2003,610510
Montenegro,2004,612214
Montenegro,2005,613420
Montenegro,2006,613109
Montenegro,2007,614624
Montenegro,2008,615543
Montenegro,2009,617157
Montenegro,2010,619001
Montenegro,2011,619850
Montenegro,2012,620308
Montenegro,2013,620893
Montenegro,2014,621521
Montenegro,2015,622099
Montenegro,2016,622218
Montenegro,2017,622387
Montenegro,2018,622359
Montenegro,2019,622182
Montenegro,2020,621873
Montenegro,2021,620739
Montenegro,2022,617683
Montenegro,2023,616695
Montenegro,2024,623680
Netherlands,1960,11417254
Netherlands,1961,11556008
Netherlands,1962,11721416
Netherlands,1963,11889962
Netherlands,1964,12041970
Netherlands,1965,12212269
Netherlands,1966,12377194
Netherlands,1967,12535307
Netherlands,1968,12661095
Netherlands,1969,12798346
Netherlands,1970,12957621
Netherlands,1971,13119430
Netherlands,1972,13269563
Netherlands,1973,13387623
Netherlands,1974,13491020
Netherlands,1975,13599092
Netherlands,1976,13733578
Netherlands,1977,13814495
Netherlands,1978,13897874
Netherlands,1979,13985526
Netherlands,1980,14091014
Netherlands,1981,14208586
Netherlands,1982,14285829
Netherlands,1983,14339551
Netherlands,1984,14394589
Netherlands,1985,14453833
Netherlands,1986,14529430
Netherlands,1987,14615125
Netherlands,1988,14714948
Netherlands,1989,14805240
Netherlands,1990,14892574
Netherlands,1991,15010445
Netherlands,1992,15129150
Netherlands,1993,15239182
Netherlands,1994,15341553
Netherlands,1995,15424122
Netherlands,1996,15493889
Netherlands,1997,15567107
Netherlands,1998,15654192
Netherlands,1999,15760225
Netherlands,2000,15863950
Netherlands,2001,15987075
Netherlands,2002,16105285
Netherlands,2003,16192572
Netherlands,2004,16258032
Netherlands,2005,16305526
Netherlands,2006,16334210
Netherlands,2007,16357992
Netherlands,2008,16405399
Netherlands,2009,16485787
Netherlands,2010,16574989
Netherlands,2011,16655799
Netherlands,2012,16730348
Netherlands,2013,16779575
Netherlands,2014,16829289
Netherlands,2015,16900726
Netherlands,2016,16979120
Netherlands,2017,17081507
Netherlands,2018,17181084
Netherlands,2019,17282163
Netherlands,2020,17407585
Netherlands,2021,17475415
Netherlands,2022,17590672
Netherlands,2023,17811291
Netherlands,2024,17942942
North Macedonia,1960,1384451
North Macedonia,1961,1399403
North Macedonia,1962,1417200
North Macedonia,1963,1438342
North Macedonia,1964,1461522
North Macedonia,1965,1486469
North Macedonia,1966,1512988
North Macedonia,1967,1538694
North Macedonia,1968,1562211
North Macedonia,1969,1589217
North Macedonia,1970,1616769
North Macedonia,1971,1641353
North Macedonia,1972,1666798
North Macedonia,1973,1692113
North Macedonia,1974,1717090
North Macedonia,1975,1742780
North Macedonia,1976,1769890
North Macedonia,1977,1797145
North Macedonia,1978,1823151
North Macedonia,1979,1849388
North Macedonia,1980,1878067
North Macedonia,1981,1904570
North Macedonia,1982,1928856
North Macedonia,1983,1954972
North Macedonia,1984,1980139
North Macedonia,1985,2004709
North Macedonia,1986,2029175
North Macedonia,1987,2052953
North Macedonia,1988,2077056
North Macedonia,1989,2100246
North Macedonia,1990,1873109
North Macedonia,1991,1890872
North Macedonia,1992,1908941
North Macedonia,1993,2061000
North Macedonia,1994,1936741
North Macedonia,1995,1957265
North Macedonia,1996,1971687
North Macedonia,1997,1991398
North Macedonia,1998,2002340
North Macedonia,1999,2012705
North Macedonia,2000,2021578
North Macedonia,2001,2031112
North Macedonia,2002,2038651
North Macedonia,2003,2023654
North Macedonia,2004,2029892
North Macedonia,2005,2035196
North Macedonia,2006,2038514
North Macedonia,2007,2041941
North Macedonia,2008,2045177
North Macedonia,2009,2048619
North Macedonia,2010,2052722
North Macedonia,2011,2057284
North Macedonia,2012,2059794
North Macedonia,2013,2062294
North Macedonia,2014,2065769
North Macedonia,2015,2069172
North Macedonia,2016,2071278
North Macedonia,2017,2073702
North Macedonia,2018,2075301
North Macedonia,2019,2077132
North Macedonia,2020,2076255
North Macedonia,2021,2068808
North Macedonia,2022,1837114
North Macedonia,2023,1829954
North Macedonia,2024,:
Norway,1960,3567707
Norway,1961,3594771
Norway,1962,3624829
Norway,1963,3653006
Norway,1964,3680068
Norway,1965,3708609
Norway,1966,3737726
Norway,1967,3768298
Norway,1968,3800780
Norway,1969,3832192
Norway,1970,3863221
Norway,1971,3888305
Norway,1972,3917773
Norway,1973,3948234
Norway,1974,3972990
Norway,1975,3997525
Norway,1976,4017101
Norway,1977,4035202
Norway,1978,4051208
Norway,1979,4066134
Norway,1980,4078900
Norway,1981,4092340
Norway,1982,4107063
Norway,1983,4122511
Norway,1984,4134353
Norway,1985,4145845
Norway,1986,4159187
Norway,1987,4175521
Norway,1988,4198289
Norway,1989,4220686
Norway,1990,4233116
Norway,1991,4249830
Norway,1992,4273634
Norway,1993,4299167
Norway,1994,4324815
Norway,1995,4348410
Norway,1996,4369957
Norway,1997,4392714
Norway,1998,4417599
Norway,1999,4445329
